#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321ABEE93
#Date Time: 2025-11-14 14:29:06.091
#Trace: Trace 1
#Start: 0 Hz
#Stop: 800 Hz
#BINs: 4097
#Rate: 1600 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 800 Hz
#BINs: 4097
#Rate: 1600 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.54142 V
#Offset: 0.000189613 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.53544 V
#Offset: -9.42583e-05 V
#Attenuation: 1 X

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
4.8828125,-76.22045389655095,50.58784985467552,-90.70692281060879,87.71618091628778
5.078125,-75.85734099384038,26.36429481458682,-90.85232285812764,62.41815370198398
5.2734375,-76.4601711562204,177.4388879974649,-93.24651857512406,4.276425345793355
5.46875,-77.97589632817036,161.146748420225,-95.87179053224006,111.0968963308091
5.6640625,-82.74444215950109,132.1943796946273,-85.34942520261792,74.85415214804742
5.859375,-83.63684637214304,53.01468637544797,-82.9604386829613,60.46891195611106
6.0546875,-80.39962311917176,162.1396377656785,-85.19064889222315,175.2320966707142
6.25,-77.22999721846391,127.9511635730251,-80.90094543120004,117.4733761241805
6.4453125,-77.59637584996936,122.9710534762122,-78.02806605338252,102.2335157377868
6.640625,-77.60259761608573,121.9962910048554,-75.99885675380889,102.4935837739128
6.8359375,-78.82323073664796,115.2231924154836,-76.53418994736529,104.5410760945127
7.03125,-84.10570269360227,131.2703164780796,-81.35824938628888,122.5636740048355
7.2265625,-85.92624479198594,175.961990398758,-82.73021024858956,11.20839649699275
7.421875,-85.7011569696019,146.5617033118055,-80.78350533973531,29.39143496189083
7.6171875,-79.26280357499658,117.0434838545388,-83.84727619782252,3.508831577277768
7.8125,-76.66838868084474,113.6437227598752,-87.50910726738176,157.9229178458816
8.0078125,-76.15520827109911,110.5552346105482,-97.9138475965152,105.1031323004524
8.203125,-75.64043848801076,112.1160454982766,-88.57836625939572,53.48851033936075
8.3984375,-76.94786827830805,115.3884734003795,-86.0471035318736,18.28042294908813
8.59375,-77.83338479228041,134.0870075087654,-86.59187592284246,164.421199317883
8.7890625,-75.56705769946596,154.7966685030805,-98.05244834858492,70.50983949975509
8.984375,-75.00973087228385,159.8757781351007,-90.39736598953596,171.8767932840366
9.1796875,-75.16649924157588,164.1593740360809,-86.02056144131716,163.8022979893738
9.375,-75.78982523276639,178.867018504002,-82.60149043961592,24.03002404000883
9.5703125,-78.69173943544666,29.12634095035173,-80.1382400640978,88.47697503006928
9.765625,-82.42742743370664,55.90327357708117,-76.52574967611454,132.0142563458448
9.9609375,-86.79561179851333,25.20168457197854,-75.57255971541801,144.4386466072957
10.15625,-83.84759241552874,168.4469729479037,-76.12321949079256,144.2469842459619
10.3515625,-79.14416209156438,147.4038299154676,-80.22498634151349,154.5011205579657
10.546875,-74.61977685036412,141.6461017739623,-85.52256468685113,76.78715366212838
10.7421875,-73.494541629068,149.5797412784621,-77.78292531920178,117.2818739844765
10.9375,-76.28347787716181,161.4753890122032,-76.23823673644904,122.8444933624904
11.1328125,-84.64310585239315,9.830623667080374,-77.73787895099498,111.7938559745973
11.328125,-84.85713344834377,101.313574215699,-81.61650657808036,112.0399078441108
11.5234375,-81.01883926415199,117.4878896099057,-82.93501454019653,162.0410955322184
11.71875,-81.61913119039863,114.9928552003269,-79.91715976696747,177.244682063582
11.9140625,-84.71751437832029,83.7879125164586,-76.08284147636482,179.4799084260303
12.109375,-82.55203155292958,28.80627725008146,-72.65432569100088,0.3604488071228967
12.3046875,-79.02532705221923,14.62931867354544,-71.55657704655331,0.09085369951985692
12.5,-79.34843473376881,19.87762817963922,-72.33955545152129,7.22863086641414
12.6953125,-81.86116555025367,11.01453366213926,-74.4535870187793,12.55009090271193
12.890625,-82.25432131058867,165.3494141192678,-77.24153762766862,0.4610410268330442
13.0859375,-85.92261097207297,132.4079865014853,-79.74553533847686,159.3573171925907
13.28125,-82.82787554536449,73.06893390224137,-81.3544975211194,127.4001546566305
13.4765625,-78.32635951699017,59.21492808369355,-80.49175616611124,100.9594992635091
13.671875,-76.58764686286818,41.75724313933566,-79.91494817565123,93.78026294565528
13.8671875,-77.67337980854842,24.18684381553338,-80.40021097484028,90.98039704568406
14.0625,-79.58337378035273,16.27384653522674,-81.31278626436442,89.45246521884171
14.2578125,-79.94967916665784,18.43980294437441,-81.37025038737441,99.03279836078994
14.453125,-80.20981059325294,8.852772750218376,-83.38534151614084,99.22219620371482
14.6484375,-78.08408585914313,1.49618596712062,-89.08919124490996,48.88809257343435
14.84375,-75.30144477928721,172.1726512922021,-84.0090147743509,169.5787285360361
15.0390625,-73.43851916290568,151.1787352642486,-80.837311673955,143.6703196373555
15.234375,-72.7463497481757,128.9231999829568,-79.44073050250806,104.4453934747107
15.4296875,-72.89630564781818,103.2921006089584,-77.69159051161378,73.90032548027541
15.625,-73.54628131381207,80.98595798710231,-77.24567963102767,58.0566579137765
15.8203125,-76.34178825349687,54.48135449099875,-76.25051921934397,39.93632222056905
16.015625,-78.08540951020058,17.01048737735903,-76.65407519771493,24.84740886886875
16.2109375,-80.68705488016226,173.2314289662893,-82.76726632561621,13.92145407656732
16.40625,-84.01777952226081,162.7424679229634,-91.20642592251413,14.61283677040736
16.6015625,-82.61165855983145,25.77547700394819,-86.99176666841404,35.46390444383391
16.796875,-77.90300900268132,62.39741097529812,-83.48090532339876,57.44128297000101
16.9921875,-75.12279926176507,68.9683705896887,-79.74342957189226,57.96834689427246
17.1875,-75.1756116535162,68.90701807836425,-77.0225367545372,46.48419941314545
17.3828125,-77.87277167755749,80.25889003010597,-77.43394506233716,42.38991662844647
17.578125,-83.75422959651529,70.74090984499881,-79.68420391454912,25.36261911017689
17.7734375,-88.06149217825086,21.72010463045902,-81.53915295647666,8.418757976908624
17.96875,-84.9956790186674,43.48834884483587,-84.88352211473007,28.17297172882605
18.1640625,-78.71578342952256,36.3973521309522,-84.57906739046186,7.252851754407783
18.359375,-77.17844810703315,29.05169707133145,-82.60928273754303,157.4523537862159
18.5546875,-79.15139903273494,35.92444985116789,-87.75225057502578,154.723739909899
18.75,-81.28038659782077,45.18022029867824,-91.76506077334821,179.8986046832875
18.9453125,-83.76636632132069,72.16378962838438,-83.45807163599127,66.99661424596999
19.140625,-81.80844762102191,119.6001316207902,-75.54676128561785,91.56822132202478
19.3359375,-77.84580906254759,139.1813267343338,-73.0160371488799,99.56803651906371
19.53125,-76.17219403280541,153.5753192468127,-73.56570670870295,102.6500541313403
19.7265625,-77.48543579689557,175.974689850435,-77.7762173873665,109.2786429118699
19.921875,-78.59000923127276,28.59675347910834,-91.03401475695919,9.477833365606722
20.1171875,-79.18683208536245,55.0593439974902,-80.33696914891161,83.64572379482976
20.3125,-81.42284945501559,97.80425594190675,-77.93271126564407,100.2513736151768
20.5078125,-80.5761047460271,136.1000558376658,-77.04453255715127,121.2580288531972
20.703125,-80.40481701767965,144.7041533765596,-77.79822116826605,128.3212889125799
20.8984375,-80.06219845449502,144.8901782057719,-79.59553547340501,127.3253141095569
21.09375,-79.30837816928759,142.3477943093051,-78.92306638044658,124.7588516207069
21.2890625,-79.30388813661017,142.6024269124036,-76.63811950307526,116.4678165211125
21.484375,-80.55774454610071,161.936558007321,-75.85818744806738,113.6121122641285
21.6796875,-80.20299660182205,18.06733868011653,-76.97440677816788,113.0016624177781
21.875,-78.00349491859555,32.85013931573398,-79.63031307036894,114.0382427302054
22.0703125,-76.90745605307666,31.18243345063172,-85.08851995355911,121.0281453686744
22.265625,-77.83724763310721,17.73655704710622,-101.2534656083733,71.55280437167211
22.4609375,-78.63958745055405,165.0229370905414,-88.92831083481019,152.560393644737
22.65625,-77.29422231614527,139.0512092755166,-86.65157113023282,155.0442977408536
22.8515625,-75.49574849019875,120.8835864754115,-84.82799731646094,2.556904920706014
23.046875,-73.96348409687559,98.7638478783706,-79.95981447264178,23.93346621005592
23.2421875,-73.41717797747185,77.87992730833868,-76.76290809841036,30.58499134932535
23.4375,-73.75884845993552,67.91369101747752,-76.51927061797788,39.13708777111237
23.6328125,-75.39114290510628,59.95600894330299,-78.11868142466751,42.64785656650609
23.828125,-79.1774408966685,49.45754188953634,-83.11540745540769,20.60204820216669
24.0234375,-87.94143272855835,85.33040321975638,-90.02885264573402,84.45506287587301
24.21875,-84.0996296835624,163.3202191120453,-81.04776391756664,44.95784269362225
24.4140625,-84.74061863214892,179.5808947759181,-77.63084459652146,54.0083738940454
24.609375,-88.45992468850804,51.83537914108651,-76.18949261180242,61.30802180284184
24.8046875,-84.05148070729345,80.17255165236824,-77.53263688164725,68.47834739556838
25,-83.33889102158231,78.72343336083327,-80.56154913428763,93.42790889406974
25.1953125,-85.96156496583453,59.49053236919198,-81.64767150894404,136.551047489217
25.390625,-84.808379635462,175.1380494286617,-82.54344166039252,174.2318557857019
25.5859375,-81.00655910422506,138.1649483509018,-84.31816613315546,31.08008649619697
25.78125,-81.06234564085213,136.2937961593477,-86.9706646136399,61.55564576756086
25.9765625,-84.15481371507343,174.0799915934695,-88.83288832856883,113.2144190711288
26.171875,-85.21223209755999,64.88342123172161,-89.39524279618296,135.709948876183
26.3671875,-81.29339995992915,103.4665513430182,-102.5051987706746,61.20376300481411
26.5625,-82.35204389341953,119.6206377069697,-89.83625637451607,164.7089349340962
26.7578125,-85.63327839646774,144.5459859192936,-85.378545100368,142.7627093937276
26.953125,-87.97578612250243,129.1489242074929,-80.77981831768163,117.1638018266223
27.1484375,-89.84390457112826,50.23886116609738,-79.44198656678104,101.2769495300012
27.34375,-85.42529110544027,28.14108695167692,-80.7011014654498,83.18267521918871
27.5390625,-87.94853509304396,79.29320873746092,-82.6147551753126,104.7057726722291
27.734375,-84.23990342154295,8.012334567505867,-81.59322495635067,168.0385313925087
27.9296875,-77.90428263134508,34.12674939273577,-80.30019833698239,27.46154412880509
28.125,-76.46748409718256,32.71021110992017,-77.77680983792226,37.71816429749798
28.3203125,-78.83727226165009,40.25745456706942,-75.73429291419851,39.43907425541421
28.515625,-81.62656842916314,72.23921360290029,-76.28725588879118,43.28744524874803
28.7109375,-79.29163701792197,72.58440304478488,-75.42174845919975,36.81633530467833
28.90625,-77.19018168326434,63.46665031898802,-73.50796815230161,28.99253506561189
29.1015625,-76.36870540378892,53.04527105706444,-73.18807717439702,23.79973660226398
29.296875,-74.8675081189345,33.35631702888544,-73.23219390736506,21.15480326844878
29.4921875,-74.01012551338273,14.27382660241679,-73.2604840554657,21.6031407563418
29.6875,-74.27684323868634,176.5968607332012,-74.70066878067445,21.99827441669302
29.8828125,-74.74168566903074,165.7054001670439,-76.56512466919202,17.53075490486615
30.078125,-76.19290482973022,165.682833113622,-78.05010889334385,19.15311202505506
30.2734375,-78.61567261835077,168.7508453102185,-82.66777509427881,48.24297003396171
30.46875,-82.118070704904,174.0528019778553,-82.04976872245469,115.6513418967728
30.6640625,-90.32402394719652,21.80771974325825,-76.87462005138771,131.1653154375711
30.859375,-97.05878150838096,123.3294310361256,-74.39761294624601,132.9719115786415
31.0546875,-94.65193751544373,10.03651927234575,-75.62667449350543,136.6428801648467
31.25,-89.53962609500165,39.52849573341605,-79.54379716345807,145.2871018241653
31.4453125,-87.71684882911816,74.90625813890554,-86.98932491733052,154.6156541560704
31.640625,-86.23393843615773,127.6732653668733,-90.32811937475708,175.9168840097321
31.8359375,-84.35603672610362,167.1091685912459,-82.84211359427795,12.32271562307673
32.03125,-81.40533826366075,3.002534319959359,-81.16073169130702,22.9762194848902
32.2265625,-80.07650924508712,14.8215818666387,-80.15101631413687,28.44584750726395
32.421875,-82.1566650879693,37.70089746769533,-80.19723639386177,60.9928163334786
32.6171875,-86.04195344966149,18.41118734820689,-80.0599737463796,88.04736525182788
32.8125,-82.85182406595773,162.5861868890138,-80.75397668709543,96.48063028335127
33.0078125,-83.78618701811278,143.3154611340451,-80.44639649224627,104.7767134444698
33.203125,-81.82693360089543,109.3755483348612,-82.64947323882492,110.9152887322599
33.3984375,-82.03010851204195,97.5120993064336,-83.9459842279276,134.6431841296538
33.59375,-84.03395959244062,36.91674709039307,-79.40538083350896,140.7270286813585
33.7890625,-78.99556850402297,166.6606499163839,-76.72268953220976,126.1742608599382
33.984375,-75.64630110257806,138.7048366672389,-76.4009409334665,114.7066092970459
34.1796875,-74.69954639505423,128.9026173219263,-80.67573767963241,108.3327065873845
34.375,-75.92783620777558,128.737731831,-102.9146097864835,130.6630638391296
34.5703125,-77.65748088611248,142.851116373005,-82.03650390205692,90.60368477088205
34.765625,-78.48180222551694,179.5894540205239,-78.53177963215805,77.87882496390409
34.9609375,-78.07723034008332,21.87883464380181,-79.58557872400871,65.23078827192349
35.15625,-79.01863931921798,3.710191908294326,-84.56024927625377,166.2181494507448
35.3515625,-78.66632448716754,147.2574023121569,-78.42921504648021,103.6657188647537
35.546875,-79.17418867869478,120.9874210217149,-77.82677920464565,71.53576069396533
35.7421875,-81.57103917811341,105.4634359004498,-76.5759449909412,48.05675395810945
35.9375,-88.09620549318184,106.5935044398379,-75.64413763398832,33.77440639322109
36.1328125,-92.26758679369696,78.16394929268353,-76.53949597312761,3.472050705801355
36.328125,-84.15653769553839,107.3751900364312,-77.06237445685615,163.2416802385655
36.5234375,-87.1760796142774,159.1430191940748,-79.84466083655738,4.557979697251605
36.71875,-81.97774480969612,83.36808916420945,-79.94883038296321,68.48677800877222
36.9140625,-75.24639272865799,106.4846412631165,-74.91408727294967,102.3981487188216
37.109375,-72.77508794748857,112.2456467313933,-72.35763137453363,109.8527929520363
37.3046875,-72.44881925467101,116.4412680100877,-72.28583334292141,113.1138633129139
37.5,-73.96575168890776,116.3935192424251,-74.76863167399821,116.3880522747585
37.6953125,-78.16989242656527,92.12931587208095,-82.24193448615327,94.52024259966313
37.890625,-78.42875626150001,29.07674014853288,-81.14426473593254,5.050146691995581
38.0859375,-77.65959651638669,2.769941020443804,-80.24369844128603,167.7447553539044
38.28125,-81.12793251394118,167.6371882208493,-88.48565176917094,158.2550412617029
38.4765625,-84.81003672606289,124.9526561558367,-91.10964208760277,5.159729115202319
38.671875,-85.20496548455284,76.53714536341168,-82.80193002951364,150.7197776285772
38.8671875,-95.60493524190679,34.69991250911161,-78.21987864554131,120.6546472983332
39.0625,-92.66564517093414,64.80918217277993,-76.433089985482,113.1474807097112
39.2578125,-88.66925327428051,48.96130041348787,-77.10996744858168,110.2575596926683
39.453125,-85.35017814484416,67.7902732452123,-76.56007166967917,108.72077507309
39.6484375,-85.48961680964757,96.71703245981689,-75.69263804367033,114.72185956463
39.84375,-87.14330843079416,148.7775329391026,-77.70783995953245,117.2868039103813
40.0390625,-83.36532644738671,173.2247554237835,-79.49200580792133,109.8778164382771
40.234375,-82.52049451503913,3.234057458225697,-79.02822901267272,98.9312534843647
40.4296875,-82.80719361167145,15.27448680357436,-82.17772892184415,102.3706674381041
40.625,-83.89979824547559,3.916109221767189,-83.03727407342068,146.4140006465057
40.8203125,-87.7328672244431,112.7780666746022,-80.54673856346812,142.6669194307214
41.015625,-79.94226926627935,74.27220577233005,-78.67137154944922,126.0287853229588
41.2109375,-75.76783798579481,77.19582555825441,-75.56994502765407,123.7732471199443
41.40625,-74.04152953831303,69.92569673592148,-74.0666671109902,109.5796960842174
41.6015625,-74.96866093601166,57.23687532590844,-75.08596461503789,85.24913144332118
41.796875,-77.42634199887118,36.7202457635707,-77.53852630715335,55.74374109552631
41.9921875,-77.64906905897092,2.969338699953457,-77.23671326869052,18.20711509901171
42.1875,-76.19190270673967,153.316462441551,-74.65117641167525,167.2300196318633
42.3828125,-75.94714851756882,139.4797514173626,-74.65550622592546,149.6946670644341
42.578125,-78.47025866023587,144.13227235455,-78.75908136670429,141.7427401015154
42.7734375,-82.02590692406481,162.3404440255629,-82.09627210305646,127.5999454271734
42.96875,-87.66765074361238,172.9107506397933,-80.85594311577564,94.41714306714441
43.1640625,-89.8388427136498,165.2655304048796,-79.08898952467216,64.03462728198593
43.359375,-78.67208104498121,166.1433891676471,-78.82299780401625,51.75653037772446
43.5546875,-75.14273794114285,170.2076528085218,-78.97924025914244,42.93548970039633
43.75,-74.43182375227215,175.8201487721848,-78.11018914818712,34.86114564719385
43.9453125,-76.85893183651714,176.1957752287924,-79.16417658635422,32.26122510869705
44.140625,-82.2237358030617,178.5131642111988,-81.70491847412438,31.54003645825626
44.3359375,-95.28350167170319,34.82971772197828,-83.037027874554,34.07125094795562
44.53125,-86.88513857201852,2.352112279364668,-86.70095217959611,169.575803089944
44.7265625,-82.95910882436846,21.47354760513614,-82.17907368480658,105.9958525157513
44.921875,-81.46624519496504,36.48661815501096,-79.44908453613357,95.4738639763015
45.1171875,-80.16035221389299,43.50734766068646,-77.08361274473779,99.38646167947756
45.3125,-81.11123514870606,25.20674366623967,-78.50171382034259,98.91545206461169
45.5078125,-80.99040268370851,166.7604978859585,-87.35784209465513,46.80778939020713
45.703125,-80.33234371809169,157.9215627355181,-79.44171020960255,171.5297908062082
45.8984375,-77.85043560455732,153.0461019417719,-74.54338653965253,164.4817634974743
46.09375,-75.55834829928018,138.7464936973664,-72.18992728870872,153.2429426007697
46.2890625,-77.05990627543633,124.6551274421961,-73.01185745770779,143.8170873713217
46.484375,-80.36633687158775,113.6466028771003,-76.32712396273067,130.7307441190565
46.6796875,-81.68758936398797,111.9409780808572,-78.99337037363657,114.1065970270646
46.875,-85.30190953328564,108.1006641095773,-81.18781464336321,85.9756746271634
47.0703125,-90.85650556147164,147.7205197207159,-81.60962177163998,47.27592723414766
47.265625,-83.60569764836558,170.3264912958166,-80.23110031796534,26.02598736942003
47.4609375,-81.12279312745875,154.9934932790382,-75.6004476849821,21.27953378984853
47.65625,-81.05552068126866,136.8343636188371,-72.129398793156,16.83471054692233
47.8515625,-83.5126691897262,128.7537640848557,-71.4942669360581,8.730880519411382
48.046875,-90.59383414664489,120.905104292947,-72.25532557446843,4.659163227975143
48.2421875,-100.91035365151,114.7721463952279,-74.73063855338297,5.625910461100576
48.4375,-109.603423136197,80.6011213447938,-80.78633772033427,15.04886004708762
48.6328125,-93.88391185380719,99.20238240578513,-83.17141746959238,97.85667187145998
48.828125,-83.19013129156728,120.0958882270913,-75.85448782026928,126.4852075741529
49.0234375,-77.8076911361055,126.3750687785372,-72.34663406140646,134.3039028906113
49.21875,-74.21269405198932,111.446620889229,-70.14259497485864,122.4873596951744
49.4140625,-62.42973684887075,69.82798793399444,-59.62189190933234,72.21612334896911
49.609375,-53.38702981654065,59.94257026830411,-50.43049133765699,60.69453511394029
49.8046875,-50.41995357773722,56.99117658767565,-47.39713265993351,57.8589418006561
50,-50.23101974218736,55.71192341519449,-47.17198770003888,56.61157674040965
50.1953125,-50.56574160706012,54.54203817849869,-47.53436000495775,55.43831073148256
50.390625,-54.2415993352468,52.34252856971461,-51.2506841569037,53.75763308537422
50.5859375,-64.17352528000487,48.13443933631117,-61.30262865905852,52.67408734170437
50.78125,-76.69857883848792,40.27108654473989,-75.55011608562894,66.50484240819127
50.9765625,-80.00886606905314,25.64536123300623,-80.12060468961869,91.72889315186731
51.171875,-85.46281454235179,168.2651183461525,-81.42120507053608,131.3090421169591
51.3671875,-83.57269101140909,93.48618383982287,-81.901081344072,176.4795802107591
51.5625,-77.78909903692758,87.62287047516496,-81.4483893955713,56.26453057213773
51.7578125,-77.07877548806445,87.05821208486887,-81.14484150291733,83.47085393215318
51.953125,-80.0732175860006,78.84509366825829,-84.89909489907161,97.13062492008147
52.1484375,-83.56078593071177,84.91658289306766,-85.84480207546508,96.68728891333923
52.34375,-86.25865192070674,148.429598449708,-87.34758671763566,87.82724569007057
52.5390625,-82.22336071361526,31.96097024710799,-91.87455008450905,74.78672484534358
52.734375,-80.52096035456124,56.09496934058297,-93.25151093224352,75.48787102255113
52.9296875,-80.85704421485956,49.55072864878611,-89.54896446341913,168.7180540809726
53.125,-82.3571609204663,29.99918660641573,-80.57653976333953,9.68987106458715
53.3203125,-86.6759018813203,173.0342220837736,-77.52718656161589,19.50151592845477
53.515625,-83.01318916997161,114.3891216359042,-76.55048053580964,26.43059438333762
53.7109375,-81.67360194662132,88.20874062435705,-76.97826909220518,39.23447602656203
53.90625,-82.69191001389231,29.39333714471459,-76.71710115283813,71.30078509274752
54.1015625,-80.01946136894416,179.392438889534,-76.51512383439928,91.36054654877606
54.296875,-80.73689893750078,172.4591117559634,-78.33446856216118,94.64293335069347
54.4921875,-84.11555078458846,6.716096955761205,-83.01079499046709,96.17796776096844
54.6875,-84.51518710534602,78.34301503045138,-96.30227344617302,61.07976082265186
54.8828125,-79.89509526722729,108.3481864708822,-80.67847867465119,95.24446337386192
55.078125,-79.28782941247874,116.5225774477645,-78.16268049468422,99.75659626749182
55.2734375,-81.73488316625453,129.3069385560475,-79.90684026776209,98.42164102249021
55.46875,-86.1583868294498,151.1511930050734,-82.71231190053633,108.735038686534
55.6640625,-93.28523770714021,38.79102430856279,-88.33901413064326,148.6073088405997
55.859375,-84.47359848400725,116.4894670847491,-85.77874867328889,92.74211452647205
56.0546875,-79.18263092724914,126.08927877302,-79.64055614184598,110.0447479310066
56.25,-77.30007748589489,125.395850810461,-77.47500028890028,104.5489170891159
56.4453125,-78.10631825329419,124.2881326691383,-77.51278733683506,96.6993467709043
56.640625,-80.28118740054762,115.5038629012042,-82.07403684849706,86.55867027542705
56.8359375,-84.88798410765577,74.61055705616774,-87.8405402290314,177.1980255282925
57.03125,-80.00249084108765,166.5682966277554,-78.2616151357839,138.3033664792699
57.2265625,-75.63209648272172,151.3602382116635,-76.21768647311943,130.5340168726757
57.421875,-73.83448649561083,151.3595197192944,-76.37836811202504,135.2500581300874
57.6171875,-72.47710969868051,152.0574794759953,-75.96326214351751,151.4664585906379
57.8125,-73.34025900339591,148.8285162240952,-77.93903384200347,162.9659103002785
58.0078125,-74.9116876401751,149.200821134066,-81.34318904985227,165.1187883808914
58.203125,-77.14310857606267,152.1091332682768,-84.61732275676931,156.6415732123358
58.3984375,-80.1067402566153,134.3026856043211,-87.83877782252505,117.0831811201145
58.59375,-78.5530684774788,114.7042799128457,-81.98258071493626,92.93667948588008
58.7890625,-77.82203100811,109.0748244026743,-81.73375449620104,90.32495639707435
58.984375,-78.98808143956359,109.8516062012915,-103.4207826881386,66.79642111629749
59.1796875,-80.00383306431175,131.8498366365948,-85.80460335446359,93.85171680256667
59.375,-80.9154811941991,152.450885297791,-82.72586362976261,106.0689489168772
59.5703125,-83.10998023912568,161.9251310876038,-80.62760511529058,111.4539279717882
59.765625,-86.10273967725695,155.606176483205,-83.63318376777667,124.2904756283743
59.9609375,-83.78546440001119,89.32395743200547,-89.33590920617678,20.40081619893685
60.15625,-78.22364871297775,76.46048955068784,-90.24043400958583,89.3942387829332
60.3515625,-77.80184366732698,87.39621204631396,-89.0308081886796,175.9781595159106
60.546875,-78.22805479172214,109.6112859837712,-83.38348180694089,33.10986018689248
60.7421875,-77.07415777133163,135.4236394574517,-80.7892969071543,44.42131584107987
60.9375,-75.50920213438405,156.8251056604513,-81.36564915536395,45.65959040149546
61.1328125,-75.21444666148101,167.9092968992352,-84.5521596879403,39.80362550522546
61.328125,-76.76682635425576,170.71818188994,-91.65029798521525,18.85237805263109
61.5234375,-80.26219565847542,1.154113257413011,-90.55833595462045,126.4568099726408
61.71875,-84.6208486771316,39.16400084345868,-84.52911630899908,108.4042685423674
61.9140625,-83.15816930782725,86.95234601123533,-84.58369962890116,87.11876022397394
62.109375,-80.47836038559836,103.3805654795465,-86.23613412804018,45.45455256644328
62.3046875,-79.86113828985771,119.0909065916912,-84.62809314593052,13.11782317560583
62.5,-78.75723103349253,135.9757658255786,-82.27162259205882,170.5483275460685
62.6953125,-77.87156183615498,140.369989782866,-80.72186260893804,166.9225526251377
62.890625,-77.28587290246284,134.8987574271987,-81.5290137049912,179.9870536533181
63.0859375,-75.61159402791301,123.7030821214365,-85.08853538643768,9.834574638541362
63.28125,-74.96443999912475,110.6052436718389,-87.54978673640694,24.10123971290463
63.4765625,-76.06335326345877,97.29735482285982,-84.47706962639822,37.74840759533563
63.671875,-76.67271994055314,92.04698235385121,-85.86153958264228,21.15474470672232
63.8671875,-77.59244729582866,82.95129380526529,-91.57315004322342,165.8842225086927
64.0625,-80.17476136608175,78.0441951082621,-97.35357262039061,8.273891552100311
64.2578125,-82.80334546288677,109.9964235110355,-101.8648393122612,137.5814377082817
64.453125,-85.79908872804155,149.57136550506,-91.2677989893194,10.80042388721087
64.6484375,-91.26999149668997,8.00244083295979,-86.15006228620919,170.5876076526014
64.84375,-104.7784142724615,148.7301393728383,-90.9990723729328,155.6520079713478
65.0390625,-94.21076456473298,170.6433936282495,-88.71057366935003,64.34683028338318
65.234375,-85.17430850546182,166.4617420366514,-82.44099728016994,53.59552293030891
65.4296875,-84.83473448078948,159.1041879188297,-79.1918940271822,53.44839625665217
